Sigla,Code,Munic,1996,2000,2007,2010
MA,2107605,Palmeirândia,12751,14056,14673,15305
MA,2107704,Paraibano,5597,5027,4480,4357
MA,2107803,Parnarama,20572,21462,22664,21056
MA,2107902,Passagem Franca,17847,7805,7473,7098
MA,2108009,Pastos Bons,6464,6300,6331,5760
MA,2108058,Paulino Neves,,8113,9539,9865
MA,2108108,Paulo Ramos,19831,10663,7449,9254
MA,2108207,Pedreiras,11068,8096,5973,6511
MA,2108256,Pedro do Rosário,,15017,16893,16842
MA,2108306,Penalva,22130,17675,19476,17674
MA,2108405,Peri Mirim,13091,9918,8873,10135
MA,2108454,Peritoró,,10809,11575,13449
MA,2108504,Pindaré-Mirim,12549,6576,8864,8735
MA,2108603,Pinheiro,50445,29844,32656,31675
MA,2108702,Pio XII,17611,15469,9449,9557
MA,2108801,Pirapemas,9635,6578,5915,6235
MA,2108900,Poção de Pedras,14601,12514,7869,11330
MA,2109007,Porto Franco,23185,4222,4499,4664
MA,2109056,Porto Rico do Maranhão,,3838,4185,3619
MA,2109106,Presidente Dutra,19409,12036,11714,12731
MA,2109205,Presidente Juscelino,5188,7978,7638,7421
MA,2109239,Presidente Médici,,1739,2105,2470
MA,2109270,Presidente Sarney,,10476,11700,12877
MA,2109304,Presidente Vargas,5456,6739,5603,6136
MA,2109403,Primeira Cruz,12920,7260,7967,9665
MA,2109452,Raposa,,5718,8285,9652
MA,2109502,Riachão,19683,11307,11059,10004
MA,2109551,Ribamar Fiquene,,3744,3695,3641
MA,2109601,Rosário,22145,11900,15984,16324
MA,2109700,Sambaíba,4217,2966,2773,2651
MA,2109759,Santa Filomena do Maranhão,,3044,3621,4768
MA,2109809,Santa Helena,13345,15755,19123,19532
MA,2109908,Santa Inês,10707,5291,10746,4085
MA,2110005,Santa Luzia,102373,48007,47070,48254
MA,2110039,Santa Luzia do Paruá,36100,9382,8225,10053
MA,2110104,Santa Quitéria do Maranhão,15032,16651,15164,15050
MA,2110203,Santa Rita,13926,15256,15639,17451
MA,2110237,Santana do Maranhão,,9604,8769,9819
MA,2110278,Santo Amaro do Maranhão,,6837,7914,10190
MA,2110302,Santo Antônio dos Lopes,12635,8916,8580,8556
MA,2110401,São Benedito do Rio Preto,7276,7269,6791,6750
MA,2110500,São Bento,13920,15059,15756,17228
MA,2110609,São Bernardo,21577,13956,14323,14676
MA,2110658,São Domingos do Azeitão,,2210,2393,2022
MA,2110708,São Domingos do Maranhão,24586,17069,16178,16294
MA,2110807,São Félix de Balsas,4233,3861,3032,3074
MA,2110856,São Francisco do Brejão,,3229,4323,5425
MA,2110906,São Francisco do Maranhão,9966,9649,10468,8042
MA,2111003,São João Batista,19640,15368,14163,14576
MA,2111029,São João do Carú,,10340,7642,5986
MA,2111052,São João do Paraíso,,6536,6202,5538
MA,2111078,São João do Soter,,10392,10499,10592
MA,2111102,São João dos Patos,8712,4365,4350,4361
MA,2111201,São José de Ribamar,63069,80139,78680,125336
MA,2111250,São José dos Basílios,,4719,4242,4490
MA,2111300,São Luís,18661,32444,40360,56315
MA,2111409,São Luís Gonzaga do Maranhão,18382,15050,12588,12257
MA,2111508,São Mateus do Maranhão,8697,8889,10322,10381
MA,2111532,São Pedro da Água Branca,,1468,1260,1316
MA,2111573,São Pedro dos Crentes,,2332,1907,1988
MA,2111607,São Raimundo das Mangabeiras,5922,5150,4563,4941
MA,2111631,São Raimundo do Doca Bezerra,,5185,2874,4359
MA,2111672,São Roberto,,1937,2557,3112
MA,2111706,São Vicente Ferrer,16272,14429,14610,15432
MA,2111722,Satubinha,,8552,5743,8356
MA,2111748,Senador Alexandre Costa,,3627,3418,4092
MA,2111763,Senador La Rocque,,8277,12081,9259
MA,2111789,Serrano do Maranhão,,6202,6998,6713
MA,2111805,Sítio Novo,13173,10865,11194,11863
MA,2111904,Sucupira do Norte,7375,6546,5557,5500
MA,2111953,Sucupira do Riachão,,2154,1809,1751
MA,2112001,Tasso Fragoso,3719,3359,2766,3148
MA,2112100,Timbiras,14290,12447,10301,10526
MA,2112209,Timon,17724,16626,16937,20327
MA,2112233,Trizidela do Vale,,2073,2779,2783
MA,2112274,Tufilândia,,3478,3119,2864
MA,2112308,Tuntum,20878,18987,20291,21256
MA,2112407,Turiaçu,36501,22800,22265,23002
MA,2112456,Turilândia,,10302,10583,12493
MA,2112506,Tutóia,36830,26139,32716,34108
MA,2112605,Urbano Santos,17418,6697,7320,7199
MA,2112704,Vargem Grande,18777,17591,20059,22725
MA,2112803,Viana,27018,21194,21428,22581
MA,2112852,Vila Nova dos Martírios,,3597,3495,5070
MA,2112902,Vitória do Mearim,43211,16461,16818,16406
MA,2113009,Vitorino Freire,17062,13868,15260,15482
MA,2114007,Zé Doca,33816,17052,17446,19309
MG,3100104,Abadia dos Dourados,2684,2519,2458,2515
MG,3100203,Abaeté,4399,3338,2970,2986
MG,3100302,Abre Campo,11946,7365,6222,6030
MG,3100401,Acaiaca,1574,1504,1548,1367
MG,3100500,Açucena,9414,6910,6612,5471
MG,3100609,Água Boa,12441,13142,9447,8160
MG,3100708,Água Comprida,811,739,547,505
MG,3100807,Aguanil,1617,1693,1813,1709
MG,3100906,Águas Formosas,9039,5251,4445,4161
MG,3101003,Águas Vermelhas,6103,3763,3836,3781
MG,3101102,Aimorés,6876,6341,5181,5259
MG,3101201,Aiuruoca,3663,3449,2967,3039
MG,3101300,Alagoa,1851,1799,1742,1599
MG,3101409,Albertina,1168,1096,909,901
MG,3101508,Além Paraíba,3848,2582,2629,2282
MG,3101607,Alfenas,4739,4809,4466,4598
MG,3101631,Alfredo Vasconcelos,2339,1953,2069,2044
MG,3101706,Almenara,6586,7615,6926,7025
MG,3101805,Alpercata,1900,1654,1676,1512
MG,3101904,Alpinópolis,7517,3480,3502,3498
MG,3102001,Alterosa,3614,3987,3455,3715
MG,3102050,Alto Caparaó,,1344,1339,1333
MG,3102100,Alto Rio Doce,8486,8946,7832,7089
MG,3102209,Alvarenga,3313,3189,2318,2325
MG,3102308,Alvinópolis,5360,4784,4188,3828
MG,3102407,Alvorada de Minas,2581,2398,2213,2096
MG,3102506,Amparo do Serra,3041,2971,2654,2411
MG,3102605,Andradas,8180,8881,8506,9244
MG,3102704,Cachoeira de Pajeú,5933,5388,4403,4498
MG,3102803,Andrelândia,3528,2753,2644,2363
MG,3102852,Angelândia,,4242,4177,3967
MG,3102902,Antônio Carlos,6213,4939,4364,3288
MG,3103009,Antônio Dias,6034,5594,5127,4893
MG,3103108,Antônio Prado de Minas,994,817,729,668
MG,3103207,Araçaí,444,384,567,460
MG,3103306,Aracitaba,915,632,481,417
MG,3103405,Araçuaí,16071,15252,13683,12578
MG,3103504,Araguari,6968,9226,6964,7218
MG,3103603,Arantina,301,244,200,190
MG,3103702,Araponga,5708,5375,5245,5111
MG,3103751,Araporã,3618,488,410,246
MG,3103801,Arapuá,1185,1028,753,687
MG,3103900,Araújos,1215,1137,1001,1071
MG,3104007,Araxá,1429,1254,1444,1388
MG,3104106,Arceburgo,2081,1553,1180,1330
MG,3104205,Arcos,3751,3344,2960,2636
MG,3104304,Areado,2364,2438,2237,2206
MG,3104403,Argirita,1075,1021,917,709
MG,3104452,Aricanduva,,3195,3322,3075
MG,3104502,Arinos,7111,7572,6775,6820
MG,3104601,Astolfo Dutra,1659,1463,1250,1167
MG,3104700,Ataléia,8275,9186,7957,7256
MG,3104809,Augusto de Lima,3066,2700,2026,2036
MG,3104908,Baependi,5648,5536,5282,5060
MG,3105004,Baldim,3484,3337,3235,2846
MG,3105103,Bambuí,4750,4025,3769,3409
MG,3105202,Bandeira,3219,2977,2844,2610
MG,3105301,Bandeira do Sul,822,775,584,468
MG,3105400,Barão de Cocais,2372,2084,2429,2656
MG,3105509,Barão de Monte Alto,2593,2205,1833,1603
MG,3105608,Barbacena,19474,10457,9814,10716
MG,3105707,Barra Longa,5739,5310,4574,3830
MG,3105905,Barroso,842,628,553,620
MG,3106002,Bela Vista de Minas,633,606,634,626
MG,3106101,Belmiro Braga,2347,2477,1999,2304
MG,3106200,Belo Horizonte,11303,,,0
MG,3106309,Belo Oriente,3669,3299,3477,3715
MG,3106408,Belo Vale,4460,4293,4164,4241
MG,3106507,Berilo,14280,9948,9525,8412
MG,3106606,Bertópolis,4843,1992,2067,1767
MG,3106655,Berizal,,1903,2014,1885
MG,3106705,Betim,12968,8417,,2758
MG,3106804,Bias Fortes,3057,2751,2277,2294
MG,3106903,Bicas,1370,1295,1001,696
MG,3107000,Biquinhas,1286,1177,1020,991
MG,3107109,Boa Esperança,6739,6682,6601,6325
MG,3107208,Bocaina de Minas,2967,2778,2619,2611
MG,3107307,Bocaiúva,15786,10360,9658,10054
MG,3107406,Bom Despacho,3401,2722,2766,2661
MG,3107505,Bom Jardim de Minas,1214,956,844,925
MG,3107604,Bom Jesus da Penha,1208,1230,1225,1062
MG,3107703,Bom Jesus do Amparo,2942,2792,2857,2975
MG,3107802,Bom Jesus do Galho,9149,6879,5546,5340
MG,3107901,Bom Repouso,5577,5150,4934,4778
MG,3108008,Bom Sucesso,3784,3405,3170,3049
MG,3108107,Bonfim,4825,4310,3837,3486
MG,3108206,Bonfinópolis de Minas,5900,2241,1865,1728
MG,3108255,Bonito de Minas,,6443,6953,7464
MG,3108305,Borda da Mata,6174,3237,2771,3400
MG,3108404,Botelhos,4743,4557,4067,3554
MG,3108503,Botumirim,3933,3528,3058,3027
MG,3108552,Brasilândia de Minas,,2261,1909,1854
MG,3108602,Brasília de Minas,23014,12686,12332,10538
MG,3108701,Brás Pires,3713,3302,2527,2414
MG,3108800,Braúnas,4408,4132,3724,3437
MG,3108909,Brasópolis,7041,7471,6727,6770
MG,3109006,Brumadinho,10227,7241,5348,5331
MG,3109105,Bueno Brandão,5517,5691,5376,5218
MG,3109204,Buenópolis,3347,2928,2461,2525
MG,3109253,Bugre,,2651,2629,2461
MG,3109303,Buritis,7901,6528,6478,6637
MG,3109402,Buritizeiro,5013,4100,3341,3292
MG,3109451,Cabeceira Grande,,1341,998,1156
MG,3109501,Cabo Verde,6457,7207,6262,6196
MG,3109600,Cachoeira da Prata,202,231,235,126
MG,3109709,Cachoeira de Minas,4638,4760,4182,3970
MG,3109808,Cachoeira Dourada,420,312,331,280
MG,3109907,Caetanópolis,1182,1171,1426,1829
MG,3110004,Caeté,4877,4643,5347,5314
MG,3110103,Caiana,2761,2616,2771,2350
MG,3110202,Cajuri,1744,1903,1759,1951
MG,3110301,Caldas,6192,5534,6028,5894
MG,3110400,Camacho,2230,2231,1793,1696
MG,3110509,Camanducaia,5502,6275,5375,5611
MG,3110608,Cambuí,5704,5286,4951,4129
MG,3110707,Cambuquira,2355,2515,2328,2145
MG,3110806,Campanário,997,993,869,913
MG,3110905,Campanha,2570,2363,2158,2107
MG,3111002,Campestre,9001,10181,9324,9727
MG,3111101,Campina Verde,5583,5689,5347,4891
MG,3111150,Campo Azul,,2252,2342,2133
MG,3111200,Campo Belo,3848,3595,3272,2918
MG,3111309,Campo do Meio,1527,1397,1351,1417
MG,3111408,Campo Florido,1829,2188,2018,1662
MG,3111507,Campos Altos,1064,1200,783,1293
MG,3111606,Campos Gerais,10200,8802,8091,8444
MG,3111705,Canaã,3589,3370,2917,2769
MG,3111804,Canápolis,2645,1623,1315,1185
MG,3111903,Cana Verde,2353,2473,1821,1521
MG,3112000,Candeias,5448,5289,5195,4389
MG,3112059,Cantagalo,,1859,1715,1716
MG,3112109,Caparaó,4484,3194,2974,3203
MG,3112208,Capela Nova,3066,2898,2541,2623
MG,3112307,Capelinha,13929,11165,10056,10050
MG,3112406,Capetinga,1481,1515,1136,1170
MG,3112505,Capim Branco,775,754,778,791
MG,3112604,Capinópolis,1570,1263,1156,988
MG,3112653,Capitão Andrade,2095,1682,1397,1352
MG,3112703,Capitão Enéas,3484,3146,2720,2686
MG,3112802,Capitólio,2249,2079,1610,1681
MG,3112901,Caputira,5162,5400,5139,5251
MG,3113008,Caraí,13736,14280,14664,15152
MG,3113107,Caranaíba,2495,2302,2230,2112
MG,3113206,Carandaí,5398,5276,5260,5141
MG,3113305,Carangola,7265,7181,6655,6237
MG,3113404,Caratinga,23559,15451,13797,14765
MG,3113503,Carbonita,3490,3405,3000,2410
MG,3113602,Careaçu,1677,1562,1496,1596
MG,3113701,Carlos Chagas,8776,7804,7523,7105
MG,3113800,Carmésia,1093,1091,1274,1135
MG,3113909,Carmo da Cachoeira,4319,4073,3180,2870
MG,3114006,Carmo da Mata,3211,2732,2555,2317
MG,3114105,Carmo de Minas,6247,4815,4822,3561
MG,3114204,Carmo do Cajuru,3609,3035,2745,2672
MG,3114303,Carmo do Paranaíba,6385,5184,5054,4535
MG,3114402,Carmo do Rio Claro,6228,6412,5629,6064
MG,3114501,Carmópolis de Minas,5646,5273,5150,5227
MG,3114550,Carneirinho,3941,3395,2659,2496
MG,3114600,Carrancas,2159,1624,1498,1336
MG,3114709,Carvalhópolis,929,952,923,882
MG,3114808,Carvalhos,2206,2201,2202,2119
MG,3114907,Casa Grande,1261,1251,1052,1122
MG,3115003,Cascalho Rico,1229,1440,1749,1061
MG,3115102,Cássia,3780,3436,2891,3191
MG,3115201,Conceição da Barra de Minas,1445,1347,1244,1161
MG,3115300,Cataguases,3830,3498,3304,2977
MG,3115359,Catas Altas,,1271,609,606
MG,3115409,Catas Altas da Noruega,2335,2158,2118,2033
MG,3115458,Catuji,4782,5758,5051,5016
MG,3115474,Catuti,,2437,2264,2124
MG,3115508,Caxambu,472,439,577,453
MG,3115607,Cedro do Abaeté,137,149,140,177
MG,3115706,Central de Minas,1432,1318,994,1178
MG,3115805,Centralina,1265,890,766,952
MG,3115904,Chácara,821,719,871,889
MG,3116001,Chalé,2801,3152,2822,2861
MG,3116100,Chapada do Norte,10530,10362,10249,9495
MG,3116159,Chapada Gaúcha,,4190,4932,5044
MG,3116209,Chiador,1667,1548,1444,1299
MG,3116308,Cipotânea,4289,3927,3647,3533
MG,3116407,Claraval,2054,2181,1953,2012
MG,3116506,Claro dos Poções,3067,3136,2725,2524
MG,3116605,Cláudio,7077,5333,5336,4617
MG,3116704,Coimbra,2773,3035,2062,1898
MG,3116803,Coluna,5791,5990,5610,5210
MG,3116902,Comendador Gomes,1815,1668,1698,1464
MG,3117009,Comercinho,7652,6864,5381,4751
MG,3117108,Conceição da Aparecida,3789,3764,4289,3621
MG,3117207,Conceição das Pedras,1571,1574,1334,1240
MG,3117306,Conceição das Alagoas,2172,2746,1280,2163
MG,3117405,Conceição de Ipanema,3039,2956,2971,2933
MG,3117504,Conceição do Mato Dentro,8821,8001,6430,5639
MG,3117603,Conceição do Pará,3156,3071,2897,3143
MG,3117702,Conceição do Rio Verde,1946,1679,1699,1495
MG,3117801,Conceição dos Ouros,3875,2452,2546,2265
MG,3117836,Cônego Marinho,,5713,4742,5186
MG,3117876,Confins,,1754,2003,0
MG,3117900,Congonhal,2737,2604,2577,2713
MG,3118007,Congonhas,6706,1798,2498,1283
MG,3118106,Congonhas do Norte,3345,2672,2629,2345
MG,3118205,Conquista,1708,1354,1337,855
MG,3118304,Conselheiro Lafaiete,6345,3321,2956,5246
MG,3118403,Conselheiro Pena,7512,5123,4618,4641
MG,3118502,Consolação,895,849,785,777
MG,3118601,Contagem,38330,4687,,2042
MG,3118700,Coqueiral,3005,3494,3249,2701
MG,3118809,Coração de Jesus,18538,11781,11907,11267
MG,3118908,Cordisburgo,3297,2834,3089,2706
MG,3119005,Cordislândia,798,655,733,678
MG,3119104,Corinto,4228,3096,2464,2720
MG,3119203,Coroaci,6172,6107,5604,5089
MG,3119302,Coromandel,8034,7191,6061,5882
MG,3119401,Coronel Fabriciano,1587,1196,1380,1299
MG,3119500,Coronel Murta,3611,2657,2514,2424
MG,3119609,Coronel Pacheco,1420,1098,788,838
MG,3119708,Coronel Xavier Chaves,1685,1585,1417,1501
MG,3119807,Córrego Danta,1539,1513,1355,1303
MG,3119906,Córrego do Bom Jesus,2603,2439,2336,1681
MG,3119955,Córrego Fundo,,1826,1529,1360
MG,3120003,Córrego Novo,2641,1496,1094,1089
MG,3120102,Couto de Magalhães de Minas,582,386,429,369
MG,3120151,Crisólita,,3820,2147,2558
MG,3120201,Cristais,3469,2966,2432,2441
MG,3120300,Cristália,2907,2988,2659,2707
MG,3120409,Cristiano Otoni,1248,1279,885,851
MG,3120508,Cristina,6363,4849,4977,4255
MG,3120607,Crucilândia,2322,2226,1962,1778
MG,3120706,Cruzeiro da Fortaleza,471,584,505,573
MG,3120805,Cruzília,1659,1624,1464,1305
MG,3120839,Cuparaque,,1115,843,795
MG,3120870,Curral de Dentro,,2407,1113,1076
MG,3120904,Curvelo,9480,8315,7236,6837
MG,3121001,Datas,2387,2418,2403,2123
MG,3121100,Delfim Moreira,5302,5360,5121,4946
MG,3121209,Delfinópolis,1893,1909,1878,1984
MG,3121258,Delta,,405,369,505
MG,3121308,Descoberto,1404,1280,1056,699
MG,3121407,Desterro de Entre Rios,4062,3767,3660,3406
MG,3121506,Desterro do Melo,2343,2119,1871,1625
MG,3121605,Diamantina,7161,6485,5458,5816
MG,3121704,Diogo de Vasconcelos,3114,3131,2908,2749
MG,3121803,Dionísio,4208,4580,2451,1574
MG,3121902,Divinésia,1818,1694,1741,1118
MG,3122009,Divino,14675,9756,9407,8337
MG,3122108,Divino das Laranjeiras,2365,2063,874,829
MG,3122207,Divinolândia de Minas,3197,1468,1282,1264
MG,3122306,Divinópolis,6965,5989,,5500
MG,3122355,Divisa Alegre,,159,199,191
MG,3122405,Divisa Nova,1182,1201,1111,1104
MG,3122454,Divisópolis,1742,1576,1842,2571
MG,3122470,Dom Bosco,,2036,1832,1762
MG,3122504,Dom Cavati,993,721,688,602
MG,3122603,Dom Joaquim,2297,1983,1679,1613
MG,3122702,Dom Silvério,3789,1393,1281,1138
MG,3122801,Dom Viçoso,2147,2090,2040,1996
MG,3122900,Dona Eusébia,911,746,635,868
MG,3123007,Dores de Campos,1110,1179,1244,842
MG,3123106,Dores de Guanhães,4180,3937,3786,3601
MG,3123205,Dores do Indaiá,1259,1082,1012,1164
MG,3123304,Dores do Turvo,3036,2922,2621,2432
MG,3123403,Doresópolis,448,387,387,308
MG,3123502,Douradoquara,611,652,677,608
MG,3123528,Durandé,4585,4018,3645,3876
MG,3123601,Elói Mendes,5285,4892,4519,4846
MG,3123700,Engenheiro Caldas,2043,2038,1819,1955
MG,3123809,Engenheiro Navarro,2194,2371,2260,2372
MG,3123858,Entre Folhas,1655,1608,1212,1286
MG,3123908,Entre Rios de Minas,4987,4724,4489,4364
MG,3124005,Ervália,9352,9458,8930,8476
MG,3124104,Esmeraldas,25838,8909,30324,4056
MG,3124203,Espera Feliz,9211,9267,8305,8682
MG,3124302,Espinosa,15547,14167,13992,13090
MG,3124401,Espírito Santo do Dourado,2668,2693,2636,2746
MG,3124500,Estiva,5788,5938,6197,5946
MG,3124609,Estrela Dalva,1014,873,730,689
MG,3124708,Estrela do Indaiá,821,745,711,739
MG,3124807,Estrela do Sul,3229,1843,1769,1389
MG,3124906,Eugenópolis,4154,4104,3577,3135
MG,3125002,Ewbank da Câmara,949,440,260,294
MG,3125101,Extrema,6871,6317,2801,2576
MG,3125200,Fama,932,911,762,835
MG,3125309,Faria Lemos,1386,1329,1251,1044
MG,3125408,Felício dos Santos,3895,3735,3407,2913
MG,3125507,São Gonçalo do Rio Preto,1477,1239,1218,1102
MG,3125606,Felisburgo,2489,1695,1674,1789
MG,3125705,Felixlândia,4355,3337,2956,3199
MG,3125804,Fernandes Tourinho,1200,838,742,1014
MG,3125903,Ferros,8235,7703,6339,5746
MG,3125952,Fervedouro,5766,5956,5778,5585
MG,3126000,Florestal,1830,1807,1382,1096
MG,3126109,Formiga,10188,7310,6220,5641
MG,3126208,Formoso,3509,3113,2556,3004
MG,3126307,Fortaleza de Minas,1171,1107,1009,1148
MG,3126406,Fortuna de Minas,944,922,812,840
MG,3126505,Francisco Badaró,13648,7798,7227,7057
MG,3126604,Francisco Dumont,1810,1896,1831,1666
MG,3126703,Francisco Sá,11488,10371,10308,10015
MG,3126752,Franciscópolis,,4377,3451,3402
MG,3126802,Frei Gaspar,5234,4268,4476,3963
MG,3126901,Frei Inocêncio,2659,2265,2188,2156
MG,3126950,Frei Lagonegro,,2795,2846,2711
MG,3127008,Fronteira,1966,2098,1390,946
MG,3127057,Fronteira dos Vales,2266,1973,1882,1649
MG,3127073,Fruta de Leite,,4735,4319,3904
MG,3127107,Frutal,8426,7554,5721,7379
MG,3127206,Funilândia,1459,1689,1795,1826
MG,3127305,Galiléia,3479,1527,1837,1259
MG,3127339,Gameleiras,,4408,3943,3726
MG,3127354,Glaucilândia,,2004,1880,1914
MG,3127370,Goiabeira,,599,555,580
MG,3127388,Goianá,,911,744,690
MG,3127404,Gonçalves,2638,3066,3186,3056
MG,3127503,Gonzaga,3029,3021,2723,2684
MG,3127602,Gouveia,4009,3949,3602,3452
MG,3127701,Governador Valadares,10403,11033,,10389
MG,3127800,Grão Mogol,13246,9393,9421,9633
MG,3127909,Grupiara,275,217,230,200
MG,3128006,Guanhães,7748,6890,6087,5841
MG,3128105,Guapé,7970,7333,6721,6698
MG,3128204,Guaraciaba,8012,7513,7228,7005
MG,3128253,Guaraciama,,2063,1964,1693
MG,3128303,Guaranésia,3150,2816,1791,1878
MG,3128402,Guarani,2564,2315,2333,1802
MG,3128501,Guarará,673,614,444,442
MG,3128600,Guarda-Mor,3149,3143,3103,2877
MG,3128709,Guaxupé,4637,4031,3151,2950
MG,3128808,Guidoval,2993,2186,2310,2007
MG,3128907,Guimarânia,1478,1371,1273,1341
MG,3129004,Guiricema,5988,5304,4819,4482
MG,3129103,Gurinhatã,4376,4049,3555,3445
MG,3129202,Heliodora,1556,1439,1591,1691
MG,3129301,Iapu,6462,3323,3479,3151
MG,3129400,Ibertioga,2059,1965,1676,1579
MG,3129509,Ibiá,3420,3691,3117,3572
MG,3129608,Ibiaí,2627,2110,1886,1835
MG,3129657,Ibiracatu,,3678,2996,3032
MG,3129707,Ibiraci,2935,3487,3908,3968
MG,3129806,Ibirité,2995,709,511,364
MG,3129905,Ibitiúra de Minas,1203,1252,1096,1012
MG,3130002,Ibituruna,737,768,622,381
MG,3130051,Icaraí de Minas,6709,7373,7820,7760
MG,3130101,Igarapé,7554,1861,2724,2190
MG,3130200,Igaratinga,1910,1939,1899,1587
MG,3130309,Iguatama,1856,1410,1284,1314
MG,3130408,Ijaci,1117,985,345,254
MG,3130507,Ilicínea,2783,2895,2807,2392
MG,3130556,Imbé de Minas,,4259,4283,4378
MG,3130606,Inconfidentes,3371,3262,3583,3230
MG,3130655,Indaiabira,,6192,4651,4588
MG,3130705,Indianópolis,2671,2183,2318,2134
MG,3130804,Ingaí,1007,1025,902,999
MG,3130903,Inhapim,21642,12225,10308,10301
MG,3131000,Inhaúma,1774,1731,1969,1554
MG,3131109,Inimutaba,1790,2036,2102,1981
MG,3131158,Ipaba,2212,1375,1239,1680
MG,3131208,Ipanema,6191,4026,3927,3970
MG,3131307,Ipatinga,1422,1601,,2500
MG,3131406,Ipiaçu,531,515,489,366
MG,3131505,Ipuiúna,2333,2369,2004,2073
MG,3131604,Iraí de Minas,2110,1303,1395,1309
MG,3131703,Itabira,14267,8619,7595,7467
MG,3131802,Itabirinha de Mantena,3645,3294,2384,2322
MG,3131901,Itabirito,3989,2656,1662,1883
MG,3132008,Itacambira,4235,3902,4142,3982
MG,3132107,Itacarambi,9092,4151,3973,3921
MG,3132206,Itaguara,3918,3497,3192,2846
MG,3132305,Itaipé,6049,6672,6651,6855
MG,3132404,Itajubá,7951,7149,7212,7894
MG,3132503,Itamarandiba,15313,11683,11059,10187
MG,3132602,Itamarati de Minas,1058,987,1014,869
MG,3132701,Itambacuri,9293,8676,8018,7690
MG,3132800,Itambé do Mato Dentro,2101,1826,1432,1375
MG,3132909,Itamogi,3154,3303,2691,2590
MG,3133006,Itamonte,4582,5512,5957,4391
MG,3133105,Itanhandu,2397,2399,2713,2250
MG,3133204,Itanhomi,5151,4199,3663,3286
MG,3133303,Itaobim,5623,5195,5206,5222
MG,3133402,Itapagipe,5144,4824,4551,4098
MG,3133501,Itapecerica,6526,5015,4778,4874
MG,3133600,Itapeva,3005,3580,3621,4153
MG,3133709,Itatiaiuçu,3553,3478,3359,3707
MG,3133758,Itaú de Minas,369,378,328,383
MG,3133808,Itaúna,4550,5092,4733,5012
MG,3133907,Itaverava,4461,3970,3348,3234
MG,3134004,Itinga,16784,8156,8218,7853
MG,3134103,Itueta,3634,3146,2779,2531
MG,3134202,Ituiutaba,6538,5238,4595,4046
MG,3134301,Itumirim,1820,1690,1640,1435
MG,3134400,Iturama,6154,1985,1903,1858
MG,3134509,Itutinga,1587,1421,1229,1157
MG,3134608,Jaboticatubas,6298,6414,6183,6394
MG,3134707,Jacinto,5049,3389,3417,2937
MG,3134806,Jacuí,3597,3424,3063,2932
MG,3134905,Jacutinga,5185,4688,3706,3696
MG,3135001,Jaguaraçu,1299,815,712,852
MG,3135050,Jaíba,13619,14139,14815,15952
MG,3135076,Jampruca,1661,1562,1609,1779
MG,3135100,Janaúba,9576,7760,6649,6233
MG,3135209,Januária,40909,27682,25312,24141
MG,3135308,Japaraíba,1710,1543,1433,1389
MG,3135357,Japonvar,,5544,5303,5248
MG,3135407,Jeceaba,3044,3278,2746,2407
MG,3135456,Jenipapo de Minas,,4468,4156,4233
MG,3135506,Jequeri,8208,7208,6028,5555
MG,3135605,Jequitaí,2760,2769,2531,2501
MG,3135704,Jequitibá,3666,3536,3609,3193
MG,3135803,Jequitinhonha,7029,6823,7089,7070
MG,3135902,Jesuânia,1918,1975,1722,1674
MG,3136009,Joaíma,7459,4296,4523,4668
MG,3136108,Joanésia,5380,4552,3645,3363
MG,3136207,João Monlevade,1776,318,363,333
MG,3136306,João Pinheiro,12157,8944,9020,8499
MG,3136405,Joaquim Felício,1568,1548,1524,1779
MG,3136504,Jordânia,3695,2807,2905,3103
MG,3136520,José Gonçalves de Minas,,3913,3517,3415
MG,3136553,José Raydan,,2799,3019,2808
MG,3136579,Josenópolis,,2233,2162,2122
MG,3136603,Nova União,3807,3998,2560,2683
MG,3136652,Juatuba,4455,460,612,375
MG,3136702,Juiz de Fora,5253,3794,,5869
MG,3136801,Juramento,4033,2028,1881,1841
MG,3136900,Juruaia,4216,4444,4417,4724
MG,3136959,Juvenília,,2935,1761,1316
MG,3137007,Ladainha,11763,11849,12273,12684
MG,3137106,Lagamar,3402,2899,2630,2472
MG,3137205,Lagoa da Prata,929,847,982,1046
MG,3137304,Lagoa dos Patos,1828,1552,1282,1146
MG,3137403,Lagoa Dourada,5356,5432,5344,5367
MG,3137502,Lagoa Formosa,5932,5445,4549,4194
MG,3137536,Lagoa Grande,2336,2130,2240,2223
MG,3137601,Lagoa Santa,2469,2476,2536,3571
MG,3137700,Lajinha,8212,8310,6859,7359
MG,3137809,Lambari,4415,4548,4952,5518
MG,3137908,Lamim,2333,2225,2072,1941
MG,3138005,Laranjal,1927,1914,1875,1727
MG,3138104,Lassance,3376,3279,2719,2602
MG,3138203,Lavras,4792,4476,5288,4344
MG,3138302,Leandro Ferreira,1274,1289,936,1053
MG,3138351,Leme do Prado,,3195,3248,3043
MG,3138401,Leopoldina,6927,6604,5582,5426
MG,3138500,Liberdade,2181,1898,1631,1477
MG,3138609,Lima Duarte,5272,4399,4308,3786
MG,3138625,Limeira do Oeste,2685,2489,2625,1873
MG,3138658,Lontra,2791,2686,2953,2767
MG,3138674,Luisburgo,,4958,4631,4398
MG,3138682,Luislândia,,3913,4003,3411
MG,3138708,Luminárias,2098,1748,1219,1256
MG,3138807,Luz,2548,2283,2014,1777
MG,3138906,Machacalis,1173,1026,1141,1227
